,head,relation,tail,head_rank,tail_rank,head_rank_2,tail_rank_2,rank_difference_tail,have_inv
2862,12522188,_hypernym,13104059,1.0,1.0,788.0,4.0,3.0,1
2863,414627,_hypernym,1855606,1.0,1.0,21.0,4.0,3.0,1
2864,656292,_hypernym,654625,1.0,1.0,11.0,3.0,2.0,1
2865,11158982,_instance_hypernym,10650162,1.0,1.0,7.0,1.0,0.0,1
2866,61933,_hypernym,83809,1.0,1.0,108.0,27.0,26.0,1
2871,9044862,_has_part,9356320,1.0,1.0,13.0,152.0,151.0,1
2873,14852450,_hypernym,14580897,1.0,1.0,8919.0,311.0,310.0,1
2874,1189427,_derivationally_related_form,1069980,1.0,2.0,1.0,1.0,-1.0,0
2880,2913152,_has_part,4587648,1.0,1.0,15.0,216.0,215.0,1
2881,14959644,_hypernym,14991927,1.0,1.0,141.0,64.0,63.0,1
2885,289175,_hypernym,288970,1.0,1.0,164.0,189.0,188.0,1
2887,9722399,_hypernym,9634494,1.0,1.0,11.0,6.0,5.0,1
2889,2228031,_hypernym,2222318,1.0,1.0,3.0,2.0,1.0,1
2891,1812720,_hypernym,1761706,1.0,1.0,73.0,16.0,15.0,1
2893,774107,_hypernym,774796,1.0,1.0,439.0,17909.0,17908.0,1
2894,2255942,_hypernym,2200686,1.0,1.0,135.0,38.0,37.0,1
2895,12501745,_member_meronym,12571194,1.0,11.0,1.0,5.0,-6.0,0
2896,8153102,_member_meronym,10250527,61.0,83.0,57.0,43.0,-40.0,0
2897,8672562,_hypernym,8574314,1.0,1.0,264.0,15.0,14.0,1
2898,5395690,_has_part,5508943,1.0,1.0,25.0,431.0,430.0,1
2899,2072849,_hypernym,1992503,1.0,1.0,360.0,93.0,92.0,1
2900,5725378,_hypernym,5721180,1.0,1.0,16333.0,10243.0,10242.0,1
2901,12884260,_hypernym,11669921,1.0,1.0,199.0,4.0,3.0,1
2902,1316949,_hypernym,15388,1.0,1.0,40708.0,518.0,517.0,1
2903,1854047,_member_meronym,1854223,1.0,1.0,1.0,5.0,4.0,1
2904,9069862,_has_part,9070233,1.0,1.0,41.0,368.0,367.0,1
2905,14837364,_hypernym,14877585,1.0,1.0,441.0,46.0,45.0,1
2907,1767661,_hypernym,1905661,1.0,1.0,11.0,2.0,1.0,1
2908,2245592,_member_meronym,2252039,1.0,1.0,3.0,36.0,35.0,1
2909,7441619,_derivationally_related_form,1522276,16.0,37.0,17.0,33.0,-4.0,0
2910,8898187,_instance_hypernym,8633957,1.0,1.0,221.0,1.0,0.0,1
2914,15160579,_hypernym,15209413,1.0,1.0,64.0,35.0,34.0,1
2915,9838370,_hypernym,10273064,1.0,1.0,20105.0,9662.0,9661.0,1
2916,421691,_hypernym,426958,1.0,1.0,10.0,10.0,9.0,1
2917,810226,_hypernym,809654,1.0,1.0,40799.0,1103.0,1102.0,1
2918,976224,_hypernym,975902,1.0,1.0,1595.0,1520.0,1519.0,1
2919,6037298,_hypernym,6000400,1.0,1.0,57.0,14.0,13.0,1
2920,9307902,_has_part,9345932,1.0,1.0,1.0,5.0,4.0,1
2921,6709533,_hypernym,6598915,1.0,1.0,1480.0,61.0,60.0,1
2923,245059,_hypernym,151689,1.0,1.0,540.0,76.0,75.0,1
2924,6845599,_member_of_domain_usage,3197804,1.0,1.0,1.0,337.0,336.0,1
2926,361641,_hypernym,126264,1.0,1.0,40557.0,446.0,445.0,1
2927,10876798,_instance_hypernym,10072708,1.0,1.0,17879.0,3632.0,3631.0,1
2930,864535,_hypernym,859001,1.0,1.0,27672.0,11648.0,11647.0,1
2932,5461816,_has_part,5295381,1.0,1.0,2.0,11.0,10.0,1
2933,8524735,_has_part,8543625,1.0,1.0,1.0,2.0,1.0,1
2934,1695259,_member_meronym,1725240,1.0,1.0,5.0,56.0,55.0,1
2936,8227214,_hypernym,8049401,1.0,1.0,105.0,439.0,438.0,1
2937,2557461,_member_meronym,2557591,1.0,1.0,2.0,3.0,2.0,1
2939,3446268,_hypernym,3501614,1.0,1.0,9.0,28.0,27.0,1
2940,9356080,_instance_hypernym,9411430,1.0,1.0,451.0,3.0,2.0,1
2941,9189411,_has_part,8995862,1.0,1.0,1.0,2.0,1.0,1
2942,7624466,_hypernym,7557434,1.0,1.0,10433.0,374.0,373.0,1
2943,5538625,_has_part,5600637,1.0,1.0,4.0,14.0,13.0,1
2946,4399537,_hypernym,3905540,1.0,1.0,23396.0,18014.0,18013.0,1
2949,12137120,_hypernym,12135898,1.0,1.0,37.0,5.0,4.0,1
2953,13631687,_has_part,13631037,1.0,1.0,6618.0,160.0,159.0,1
2955,8723006,_has_part,9350524,1.0,1.0,11.0,12.0,11.0,1
2956,8820121,_has_part,9420030,1.0,1.0,1.0,19.0,18.0,1
2957,3305135,_hypernym,3304730,3105.0,1125.0,164.0,22.0,-1103.0,0
2958,9788237,_synset_domain_topic_of,8441203,1.0,1.0,1068.0,4.0,3.0,1
2959,11538582,_hypernym,11537665,1.0,1.0,56.0,7.0,6.0,1
2960,2138921,_member_meronym,2140970,1.0,1.0,9.0,67.0,66.0,1
2961,11411501,_hypernym,11410625,1.0,1.0,40696.0,853.0,852.0,1
2962,9505418,_derivationally_related_form,693401,393.0,588.0,70.0,42.0,-546.0,0
2963,28651,_has_part,8502171,1.0,1.0,49.0,43.0,42.0,1
2964,10102506,_hypernym,10756433,1.0,1.0,188.0,91.0,90.0,1
2965,8378356,_hypernym,8377806,1.0,1.0,2424.0,8221.0,8220.0,1
2966,800421,_hypernym,798245,1.0,1.0,310.0,94.0,93.0,1
2969,3257877,_hypernym,3093574,1.0,1.0,88.0,19.0,18.0,1
2971,3049457,_has_part,4190052,1.0,1.0,477.0,145.0,144.0,1
2974,2006510,_member_meronym,2006827,1.0,1.0,131.0,299.0,298.0,1
2976,8083599,_has_part,8085824,1.0,1.0,3.0,9.0,8.0,0
2978,5573602,_has_part,5293944,1.0,1.0,841.0,537.0,536.0,1
2979,1243661,_hypernym,1226215,1.0,1.0,43.0,34.0,33.0,1
2980,2429810,_verb_group,792471,3280.0,697.0,104.0,58.0,-639.0,0
2983,155727,_hypernym,433232,1.0,1.0,40663.0,14414.0,14413.0,1
2985,9850642,_hypernym,10667187,1.0,1.0,5501.0,2848.0,2847.0,1
2987,12258663,_member_meronym,12259316,1.0,1.0,30.0,19.0,18.0,1
2988,13140535,_member_meronym,13144303,1.0,1.0,15.0,53.0,52.0,1
2989,12245695,_hypernym,13112664,1.0,1.0,48.0,3.0,2.0,1
2990,14213512,_hypernym,14213199,1.0,1.0,22713.0,35519.0,35518.0,1
2992,1153861,_hypernym,1123598,1.0,1.0,1963.0,94.0,93.0,1
2994,1111458,_hypernym,1111028,1.0,1.0,2147.0,1820.0,1819.0,1
2995,5504532,_has_part,5505131,1.0,29.0,72.0,201.0,172.0,0
2997,823129,_synset_domain_topic_of,8081668,1.0,1.0,1694.0,228.0,227.0,1
2999,2248147,_member_meronym,2250464,1.0,1.0,32.0,236.0,235.0,1
3001,15084999,_hypernym,14621446,1.0,1.0,40791.0,17213.0,17212.0,1
3004,9246883,_synset_domain_topic_of,6084469,1.0,1.0,31.0,1.0,0.0,1
3006,3806381,_hypernym,3808977,1.0,1.0,241.0,4026.0,4025.0,1
3009,1940488,_member_meronym,1955463,1.0,1.0,1.0,9.0,8.0,1
3010,15155220,_hypernym,15154774,1.0,1.0,48.0,17.0,16.0,1
3011,6619428,_hypernym,6619065,1.0,1.0,8866.0,5021.0,5020.0,1
3012,2002410,_hypernym,2002720,1.0,1.0,40707.0,4995.0,4994.0,1
3013,9918554,_hypernym,7846,1.0,1.0,1752.0,49.0,48.0,1
3015,10287213,_has_part,5220306,1.0,1.0,2.0,1.0,0.0,1
3022,11963755,_member_meronym,11963932,1.0,1.0,84.0,215.0,214.0,1
3023,2921884,_hypernym,3003730,1843.0,897.0,772.0,352.0,-545.0,0
3024,3420440,_hypernym,3169390,1.0,1.0,2.0,1.0,0.0,1
3026,10119953,_hypernym,9626238,1.0,1.0,5441.0,1635.0,1634.0,1
3027,2012344,_hypernym,1850315,1.0,1.0,1.0,2.0,1.0,1
3029,2531625,_derivationally_related_form,5799212,2.0,6.0,1.0,4.0,-2.0,0
3030,9023321,_has_part,9026204,1.0,1.0,8.0,411.0,410.0,1
3031,2236044,_hypernym,2232951,1.0,1.0,573.0,1407.0,1406.0,1
3033,521085,_hypernym,521209,1.0,1.0,40829.0,13239.0,13238.0,1
3034,9813696,_hypernym,10338707,1.0,1.0,5828.0,5989.0,5988.0,1
3035,3446268,_has_part,4444345,1.0,1.0,1.0,2.0,1.0,1
3037,1437805,_member_meronym,1444520,1.0,1.0,3.0,28.0,27.0,1
3038,8735705,_instance_hypernym,9319604,1.0,1.0,167.0,72.0,71.0,1
3040,8860123,_member_of_domain_region,3415252,1.0,1.0,1.0,2199.0,2198.0,1
3041,8731057,_instance_hypernym,8524735,767.0,4.0,647.0,2.0,-2.0,0
3043,5483388,_hypernym,5296775,1.0,1.0,40892.0,13720.0,13719.0,1
3044,1458973,_hypernym,140123,1.0,1.0,343.0,12.0,11.0,1
3045,1635056,_hypernym,1634424,1.0,1.0,14.0,12.0,11.0,1
3047,470701,_hypernym,1323958,1.0,1.0,12.0,18.0,17.0,1
3048,189189,_hypernym,187526,1.0,1.0,9520.0,1234.0,1233.0,1
3049,3820318,_hypernym,3442756,1.0,1.0,99.0,349.0,348.0,1
3050,10298912,_hypernym,10371741,1.0,1.0,57.0,57.0,56.0,1
3051,10179069,_hypernym,9786585,1.0,1.0,2754.0,5740.0,5739.0,1
3052,7751004,_hypernym,13138308,1.0,1.0,10.0,1.0,0.0,1
3053,32981,_hypernym,34288,1.0,1.0,12170.0,11616.0,11615.0,1
3055,8130712,_hypernym,8337324,1.0,1.0,10.0,2.0,1.0,1
3056,10902591,_instance_hypernym,10467395,1.0,1.0,40790.0,61.0,60.0,1
3057,10583387,_hypernym,10314952,1.0,1.0,10910.0,18299.0,18298.0,1
3059,190682,_hypernym,126264,1.0,1.0,7709.0,90.0,89.0,1
3060,9147964,_has_part,9148662,1.0,1.0,159.0,707.0,706.0,1
3061,12667582,_has_part,7763483,1.0,1.0,174.0,83.0,82.0,1
3062,2235575,_member_meronym,2235761,87.0,676.0,188.0,849.0,173.0,0
3064,2642430,_hypernym,1429349,1.0,1.0,8.0,1.0,0.0,1
3067,7321517,_synset_domain_topic_of,6236802,1.0,1.0,36656.0,1133.0,1132.0,1
3068,2510337,_hypernym,2422663,36.0,6.0,10.0,3.0,-3.0,0
3070,2473431,_hypernym,776059,1.0,1.0,1660.0,1816.0,1815.0,1
3073,722232,_hypernym,628491,289.0,39.0,112.0,26.0,-13.0,0
3074,11879722,_hypernym,11878283,1.0,1.0,6.0,2.0,1.0,1
3075,9137869,_has_part,9388318,1.0,1.0,2.0,10.0,9.0,1
3078,15275598,_hypernym,15272029,1.0,1.0,203.0,63.0,62.0,1
3079,14960090,_hypernym,14686352,1.0,1.0,80.0,239.0,238.0,1
3081,7121157,_hypernym,7109847,1.0,1.0,33.0,2.0,1.0,1
3082,60201,_hypernym,58743,1.0,1.0,1.0,3.0,2.0,1
3083,2150039,_synset_domain_topic_of,6043075,1.0,1.0,5165.0,73.0,72.0,1
3086,10259780,_synset_domain_topic_of,8199025,1.0,1.0,67.0,1.0,0.0,1
3088,2763714,_hypernym,3489162,1.0,1.0,7.0,2.0,1.0,1
3090,1799629,_hypernym,1803003,1.0,1.0,40655.0,6447.0,6446.0,1
3094,12685214,_member_meronym,12685431,1.0,1.0,13.0,164.0,163.0,1
3095,14944888,_hypernym,14682133,1.0,1.0,1270.0,845.0,844.0,1
3096,2308325,_hypernym,1762525,1.0,1.0,3.0,1.0,0.0,1
3097,5846355,_hypernym,5846054,1.0,1.0,268.0,139.0,138.0,1
3098,12646397,_hypernym,12638556,1.0,1.0,40561.0,7719.0,7718.0,1
3099,6022291,_hypernym,6021499,1.0,1.0,20.0,5.0,4.0,1
3100,10659571,_hypernym,10349243,1.0,1.0,1.0,3.0,2.0,1
3102,9144323,_instance_hypernym,8524735,1.0,1.0,62.0,1.0,0.0,1
3103,1946118,_hypernym,1938850,1.0,1.0,5.0,1.0,0.0,1
3106,3338287,_synset_domain_topic_of,6047430,7.0,4.0,2.0,1.0,-3.0,0
3107,5275466,_hypernym,5269901,1.0,1.0,2.0,1.0,0.0,1
3109,11375087,_instance_hypernym,10650162,1.0,1.0,40645.0,130.0,129.0,1
3111,4117216,_hypernym,4313220,1.0,1.0,466.0,567.0,566.0,1
3113,10196845,_hypernym,10008716,1.0,1.0,40865.0,3731.0,3730.0,1
3115,10597505,_hypernym,9610660,1.0,1.0,6.0,2.0,1.0,1
3116,9112857,_instance_hypernym,8524735,144.0,1.0,195.0,1.0,0.0,0
3118,6720371,_synset_domain_topic_of,8441203,1.0,1.0,676.0,51.0,50.0,1
3120,1165112,_hypernym,1163779,1.0,1.0,40584.0,1901.0,1900.0,1
3121,12958921,_hypernym,13167078,1.0,1.0,60.0,26.0,25.0,1
3122,1539573,_hypernym,1524359,1.0,1.0,261.0,23.0,22.0,1
3124,1527194,_hypernym,1525720,1.0,1.0,40775.0,646.0,645.0,1
3125,4446162,_hypernym,3051540,380.0,34.0,263.0,10.0,-24.0,0
3126,8766988,_has_part,8772137,1.0,1.0,4.0,216.0,215.0,1
3127,2645143,_hypernym,1432517,1.0,1.0,3.0,1.0,0.0,1
3129,1925469,_member_meronym,1926090,1.0,1.0,3.0,15.0,14.0,1
3132,3461385,_has_part,4190052,1.0,1.0,12799.0,17208.0,17207.0,1
3133,1838038,_hypernym,1503061,1.0,1.0,168.0,11.0,10.0,1
